Blocks:
bk555, 26, 23, 0.02
bk187, 38, 33, 0.05
bk877, 38, 52, 0.01
bk833, 32, 35, 0.05
bk813, 40, 32, 0.06
bk543, 26, 25, 0.03
bk718, 37, 39, 0.03
bk83, 23, 26, 0.05
bk576, 25, 28, 0.06
bk667, 42, 55, 0.05
bk292, 29, 28, 0.04
bk549, 26, 34, 0.02
bk860, 33, 30, 0.06
bk347, 34, 30, 0.04
bk380, 23, 31, 0.04
bk338, 31, 28, 0.05
bk997, 34, 49, 0.05
bk279, 33, 43, 0.04
bk583, 36, 34, 0.04
bk843, 32, 46, 0.06
bk291, 41, 61, 0.07
bk387, 37, 26, 0.06
bk951, 29, 24, 0.05
bk742, 24, 19, 0.05
bk29, 29, 33, 0.02
bk586, 43, 63, 0.07
bk901, 29, 20, 0.06
bk796, 28, 41, 0.04
bk951, 34, 30, 0.01
bk477, 31, 21, 0.04
bk273, 23, 22, 0.02
bk307, 41, 32, 0.04
bk50, 37, 33, 0.04
bk7, 42, 42, 0.03
bk165, 29, 34, 0.04
bk186, 36, 26, 0.01
bk598, 28, 19, 0.03
bk436, 31, 33, 0.01
bk994, 30, 46, 0.04
bk803, 29, 31, 0.01
bk118, 32, 38, 0.03
bk109, 31, 41, 0.04
bk350, 30, 28, 0.04
bk89, 38, 35, 0.02
bk998, 39, 56, 0.01
bk274, 36, 47, 0.06
bk763, 27, 30, 0.05
bk581, 28, 22, 0.04
bk436, 33, 24, 0.06
bk28, 27, 35, 0.01
bk436, 33, 44, 0.03
bk533, 27, 24, 0.03
bk646, 32, 31, 0.06
bk882, 26, 27, 0.05
bk645, 38, 49, 0.06
bk215, 28, 41, 0.05
bk317, 32, 24, 0.03
bk296, 41, 45, 0.02
bk619, 33, 28, 0.02
bk540, 28, 35, 0.02
bk739, 23, 18, 0.04
bk308, 34, 29, 0.07
bk570, 32, 35, 0.06
bk844, 41, 43, 0.05
bk379, 27, 37, 0.06
bk661, 24, 32, 0.02
bk453, 38, 41, 0.03
bk771, 40, 61, 0.06
bk614, 34, 26, 0.03
bk11, 30, 23, 0.06
bk192, 33, 27, 0.07
bk696, 37, 50, 0.05
bk774, 38, 34, 0.02
bk775, 27, 35, 0.02
bk460, 35, 48, 0.03
bk621, 30, 43, 0.06
bk74, 43, 44, 0.06
bk331, 34, 46, 0.01
bk667, 32, 40, 0.04
bk323, 24, 18, 0.04
bk835, 27, 27, 0.03
bk704, 36, 38, 0.02
bk830, 27, 40, 0.02
bk562, 43, 33, 0.03
bk310, 30, 26, 0.04
bk13, 36, 56, 0.04
bk712, 31, 23, 0.05
bk830, 35, 43, 0.03
bk724, 40, 39, 0.02
bk334, 26, 35, 0.07
bk906, 29, 25, 0.05
bk346, 37, 36, 0.05
bk972, 37, 48, 0.06
bk823, 40, 58, 0.06
bk233, 40, 61, 0.07
bk333, 28, 22, 0.07
bk238, 39, 35, 0.04
bk794, 25, 22, 0.03
bk609, 32, 36, 0.04
bk393, 29, 39, 0.07
bk792, 23, 16, 0.02
bk327, 27, 36, 0.02
bk611, 32, 43, 0.06
bk889, 31, 36, 0.01
bk12, 37, 45, 0.01
bk558, 36, 51, 0.06
bk347, 25, 23, 0.03
bk673, 41, 38, 0.02
bk27, 40, 36, 0.03
bk180, 24, 18, 0.04
bk490, 40, 53, 0.06
bk364, 40, 49, 0.06
bk228, 28, 36, 0.06
bk277, 28, 32, 0.03
bk75, 38, 35, 0.06
bk696, 36, 43, 0.05
bk354, 35, 40, 0.03
bk323, 42, 48, 0.05
bk117, 42, 36, 0.06
bk266, 29, 40, 0.05
bk463, 25, 23, 0.07
bk845, 43, 64, 0.05
bk252, 36, 47, 0.04
bk354, 32, 26, 0.01
bk530, 42, 36, 0.03
bk262, 26, 37, 0.05
bk494, 30, 31, 0.07
bk338, 36, 55, 0.05
bk123, 29, 21, 0.05
bk493, 43, 50, 0.06
bk493, 40, 49, 0.03
bk229, 31, 24, 0.04
bk438, 27, 39, 0.02
bk57, 34, 29, 0.07
bk327, 41, 44, 0.03
bk564, 30, 26, 0.06
bk264, 34, 35, 0.07
bk598, 27, 24, 0.02
bk523, 32, 25, 0.02
bk830, 35, 26, 0.01
bk136, 34, 27, 0.04
bk782, 23, 31, 0.04
bk746, 40, 55, 0.05
bk517, 24, 36, 0.03
bk699, 40, 56, 0.03
bk393, 33, 24, 0.05
bk684, 42, 40, 0.02
bk64, 26, 21, 0.01
bk14, 42, 54, 0.06
bk881, 43, 41, 0.03
bk119, 36, 27, 0.06
bk10, 37, 45, 0.07
bk540, 31, 28, 0.03
bk490, 37, 26, 0.07
bk709, 40, 34, 0.05
bk993, 38, 42, 0.04
bk833, 40, 47, 0.03
bk696, 35, 28, 0.04
bk546, 40, 28, 0.03
bk194, 39, 31, 0.04
bk806, 27, 28, 0.05
bk994, 25, 37, 0.05
bk742, 41, 45, 0.03
bk720, 43, 34, 0.06
bk361, 38, 46, 0.04
bk924, 30, 33, 0.01
bk160, 23, 27, 0.06
bk870, 43, 31, 0.03
bk203, 24, 17, 0.01
bk969, 34, 38, 0.02
bk559, 36, 44, 0.07
bk499, 33, 39, 0.06
bk469, 39, 38, 0.02
bk532, 42, 46, 0.04
bk303, 34, 25, 0.01
bk778, 25, 21, 0.02
bk122, 40, 30, 0.04
bk260, 26, 31, 0.03
bk251, 24, 25, 0.06
bk791, 41, 47, 0.03
bk811, 31, 43, 0.07
bk139, 42, 53, 0.02
bk233, 42, 48, 0.03
bk126, 37, 53, 0.06
bk96, 29, 36, 0.06
bk852, 42, 42, 0.04
bk418, 37, 32, 0.04
bk987, 25, 37, 0.06
bk694, 34, 34, 0.01
bk624, 40, 49, 0.02
bk51, 36, 43, 0.03
bk428, 42, 30, 0.07
bk455, 23, 22, 0.06
bk873, 31, 41, 0.06
bk645, 31, 31, 0.06
bk739, 28, 31, 0.07
bk653, 43, 33, 0.02
bk958, 41, 43, 0.02
bk610, 43, 66, 0.02
bk837, 34, 42, 0.06
bk979, 39, 43, 0.05
bk885, 40, 53, 0.03
bk140, 40, 41, 0.06
bk65, 41, 55, 0.06
bk598, 27, 21, 0.04
bk603, 24, 31, 0.05
bk549, 23, 31, 0.05
bk910, 35, 34, 0.04
bk410, 32, 27, 0.06
bk965, 33, 28, 0.07
bk171, 31, 26, 0.02
bk600, 26, 31, 0.02
bk442, 36, 49, 0.06
bk120, 27, 41, 0.06
bk673, 28, 28, 0.06
bk911, 31, 40, 0.03
bk334, 32, 30, 0.02
bk567, 26, 36, 0.04
bk534, 40, 44, 0.02
bk916, 43, 36, 0.02
bk638, 25, 20, 0.03
bk926, 40, 58, 0.06
bk691, 32, 26, 0.06
bk462, 36, 32, 0.02
bk855, 43, 45, 0.05
bk297, 28, 27, 0.03
bk459, 30, 39, 0.05
bk392, 26, 20, 0.06
bk599, 25, 37, 0.05
bk326, 43, 64, 0.06
bk454, 35, 47, 0.03
bk552, 39, 57, 0.04
bk258, 32, 23, 0.07
bk591, 36, 52, 0.07
bk591, 43, 35, 0.01
bk392, 32, 33, 0.03
bk370, 38, 50, 0.02
bk471, 39, 47, 0.05
bk976, 33, 44, 0.04
bk521, 34, 50, 0.05
bk812, 33, 30, 0.03
bk506, 40, 29, 0.04
bk449, 24, 37, 0.07
