Blocks:
bk335, 40, 48, 0.06
bk94, 26, 27, 0.06
bk208, 38, 27, 0.02
bk141, 40, 60, 0.04
bk958, 26, 30, 0.04
bk971, 26, 28, 0.06
bk285, 29, 29, 0.02
bk58, 32, 38, 0.05
bk921, 33, 36, 0.04
bk895, 38, 29, 0.02
bk211, 27, 28, 0.02
bk215, 24, 35, 0.02
bk409, 43, 62, 0.03
bk550, 28, 28, 0.05
bk937, 35, 48, 0.04
bk46, 26, 38, 0.02
bk445, 38, 33, 0.04
bk821, 43, 50, 0.01
bk44, 26, 25, 0.01
bk933, 30, 45, 0.07
bk83, 41, 42, 0.06
bk793, 42, 62, 0.05
bk107, 34, 53, 0.03
bk174, 43, 38, 0.05
bk814, 34, 40, 0.03
bk819, 43, 57, 0.06
bk33, 26, 30, 0.06
bk882, 39, 42, 0.07
bk366, 37, 45, 0.05
bk822, 40, 32, 0.03
bk331, 31, 24, 0.04
bk81, 37, 38, 0.02
bk159, 39, 35, 0.06
bk734, 24, 22, 0.01
bk792, 33, 24, 0.07
bk109, 34, 29, 0.02
bk665, 23, 21, 0.05
bk338, 42, 65, 0.01
bk258, 42, 63, 0.02
bk451, 35, 52, 0.02
bk741, 42, 39, 0.06
bk493, 35, 29, 0.05
bk918, 33, 33, 0.02
bk756, 23, 29, 0.02
bk166, 34, 31, 0.05
bk949, 28, 38, 0.02
bk864, 35, 30, 0.03
bk325, 37, 35, 0.03
bk773, 30, 20, 0.05
bk792, 34, 37, 0.06
bk861, 29, 44, 0.06
bk604, 41, 41, 0.03
bk547, 38, 51, 0.04
bk638, 24, 29, 0.06
bk384, 31, 42, 0.01
bk654, 25, 23, 0.06
bk139, 26, 23, 0.05
bk362, 32, 22, 0.01
bk833, 29, 29, 0.05
bk639, 39, 36, 0.06
bk636, 32, 25, 0.02
bk477, 25, 35, 0.01
bk946, 33, 43, 0.02
bk969, 39, 40, 0.06
bk593, 26, 32, 0.04
bk704, 29, 36, 0.01
bk898, 23, 26, 0.06
bk304, 36, 47, 0.05
bk379, 42, 57, 0.05
bk567, 30, 45, 0.05
bk565, 38, 44, 0.03
bk147, 32, 31, 0.01
bk281, 26, 18, 0.06
bk310, 29, 28, 0.04
bk463, 39, 57, 0.06
bk25, 40, 32, 0.03
bk922, 41, 35, 0.03
bk875, 30, 26, 0.05
bk570, 33, 31, 0.03
bk684, 27, 42, 0.05
bk194, 38, 31, 0.03
bk434, 31, 37, 0.01
bk694, 42, 65, 0.06
bk642, 33, 28, 0.06
bk865, 34, 28, 0.07
bk32, 41, 40, 0.05
bk803, 37, 33, 0.03
bk401, 36, 26, 0.03
bk171, 25, 36, 0.03
bk554, 39, 60, 0.04
bk338, 24, 30, 0.05
bk593, 43, 33, 0.05
bk767, 35, 42, 0.04
bk980, 25, 29, 0.02
bk297, 32, 31, 0.05
bk463, 28, 43, 0.05
bk955, 28, 32, 0.04
bk431, 31, 35, 0.05
bk690, 26, 32, 0.05
bk580, 26, 32, 0.06
bk448, 25, 33, 0.07
bk331, 26, 32, 0.02
bk489, 27, 37, 0.01
bk670, 36, 47, 0.05
bk368, 43, 34, 0.04
bk947, 27, 38, 0.02
bk437, 29, 23, 0.04
bk30, 41, 43, 0.02
bk455, 26, 31, 0.02
bk81, 40, 52, 0.07
bk387, 23, 27, 0.07
bk673, 39, 29, 0.05
bk898, 34, 38, 0.04
bk535, 37, 29, 0.03
bk655, 30, 32, 0.05
bk643, 41, 62, 0.02
bk978, 39, 56, 0.02
bk156, 39, 41, 0.07
bk6, 28, 21, 0.03
bk209, 38, 57, 0.03
bk171, 33, 51, 0.01
bk704, 43, 31, 0.02
bk589, 36, 37, 0.02
bk632, 24, 22, 0.04
bk529, 36, 29, 0.06
bk871, 34, 25, 0.04
bk709, 34, 33, 0.03
bk782, 28, 39, 0.02
bk41, 43, 42, 0.05
bk133, 40, 52, 0.05
bk102, 26, 39, 0.06
bk884, 34, 46, 0.04
bk160, 31, 35, 0.05
bk409, 28, 35, 0.06
bk132, 39, 44, 0.07
bk577, 34, 44, 0.04
bk751, 35, 43, 0.02
bk483, 36, 29, 0.02
bk131, 29, 25, 0.04
bk499, 23, 27, 0.07
bk399, 39, 56, 0.06
bk839, 24, 33, 0.02
bk667, 32, 25, 0.03
bk494, 41, 34, 0.04
bk792, 23, 17, 0.07
bk843, 32, 32, 0.04
bk594, 26, 24, 0.05
bk882, 33, 34, 0.03
bk957, 33, 26, 0.01
bk147, 32, 36, 0.01
bk604, 43, 60, 0.06
bk501, 37, 39, 0.03
bk413, 33, 48, 0.01
bk550, 38, 46, 0.06
bk183, 37, 29, 0.02
bk492, 32, 48, 0.05
bk847, 38, 49, 0.05
bk758, 23, 20, 0.06
bk558, 41, 42, 0.01
bk536, 41, 60, 0.02
bk212, 32, 23, 0.05
bk732, 40, 52, 0.05
bk762, 33, 23, 0.02
bk813, 23, 24, 0.01
bk912, 43, 58, 0.06
bk507, 34, 30, 0.03
bk371, 41, 47, 0.05
